Year,Board Code,Board Name,School Code,School Name,Mail Address Line 1,Mail Address Line 2,Mailing Postal Code,Civic Address Line 1,Civic Address Line 2,Civic Postal Code,Telephone,Fax,Email
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,348,MUSQUODOBOIT VALLEY EDUCATION CENTRE,PO BOX 99,MIDDLE MUSQUODOBOIT NS,B0N 1X0,12046 HWY 224,MIDDLE MUSQUODOBOIT NS,B0N 1X0,9023842555,9023842419,MVEC@HRSB.NS.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,324,NELSON WHYNDER ELEMENTARY SCHOOL,979 NORTH PRESTON RD,NORTH PRESTON NS,B2Z 1A2,,,,9024626030,9024626033,NWES@HRCE.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,56,OCEAN VIEW ELEMENTARY SCHOOL,51 OCEANVIEW SCHOOL RD,EASTERN PASSAGE NS,B3G 1J3,,,,9024658670,9024658673,OVES@HRCE.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,131,O'CONNELL DRIVE ELEMENTARY SCHOOL,40 O'CONNELL DR,PORTERS LAKE NS,B3E 1E8,,,,9028274112,9028273120,OCDES@HRCE.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,315,OLDFIELD CONSOLIDATED SCHOOL,72 HALLS RD,ENFIELD NS,B2T 1C4,,,,9028833010,9028833011,OCS@HRSB.NS.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,572,OXFORD SCHOOL,6364 NORTH ST,HALIFAX NS,B3L 1P6,,,,9024216763,9024213043,OXFORD@HRCE.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,1141,OYSTER POND ACADEMY,10583 HWY 7,OYSTER POND NS,B0J 1W0,,,,9028894300,9028894310,OPA@HRCE.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,970,PARK WEST SCHOOL,206 LANGBRAE DR,HALIFAX NS,B3S 1L5,,,,9024577800,9024577804,PARKWEST@HRCE.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,1159,PORTERS LAKE ELEMENTARY SCHOOL,40 INSPIRATION DR,PORTERS LAKE NS,B3E 0A6,,,,9028272525,9028275410,PLES@HRCE.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,969,PORTLAND ESTATES ELEMENTARY SCHOOL,45 PORTLAND HILLS DR,DARTMOUTH NS,B2W 6L5,,,,9024337100,9024337103,PORTLAND@HRSB.NS.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,533,PRINCE ANDREW HIGH SCHOOL,31 WOODLAWN RD,DARTMOUTH NS,B2W 2R7,,,,9024358452,9024358398,PAH@HRSB.NS.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,282,PROSPECT ROAD ELEMENTARY SCHOOL,2199 PROSPECT RD,HATCHET LAKE NS,B3T 1R8,,,,9028522441,9028525542,PRES@HRSB.NS.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,938,RIDGECLIFF MIDDLE SCHOOL,35 BEECH TREE RUN,BEECHVILLE NS,B3T 2E5,,,,9028764381,9028764385,RMS@HRSB.NS.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,359,ROBERT K. TURNER ELEMENTARY SCHOOL,141 CIRCASSION DR,DARTMOUTH NS,B2W 4N7,,,,9024645205,9024645208,RKT@HRSB.NS.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,603,ROCKINGHAM ELEMENTARY SCHOOL,31 TREMONT DR,HALIFAX NS,B3M 1X8,,,,9024578986,9024578993,ROCKINGHAM@HRCE.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,609,ROCKINGSTONE HEIGHTS SCHOOL,1 REGAN DR,HALIFAX NS,B3R 2J1,,,,9024794452,9024794459,RHES@HRCE.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,1187,ROCKY LAKE JUNIOR HIGH SCHOOL,670 ROCKY LAKE DR,BEDFORD NS,B4A 2T6,,,,9028328952,9028328962,RLJH@HRSB.NS.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,321,ROSS ROAD SCHOOL,336 ROSS RD,WESTPHAL NS,B2Z 1H2,,,,9024628340,9024628398,RRS@HRSB.NS.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,311,SACKVILLE HEIGHTS ELEMENTARY SCHOOL,1225 OLD SACKVILLE RD,MIDDLE SACKVILLE NS,B4E 3A6,,,,9028694700,9028694703,SHES@HRCE.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,303,SACKVILLE HEIGHTS JUNIOR HIGH SCHOOL,956 SACKVILLE DR,LOWER SACKVILLE NS,B4E 1S4,,,,9028693800,9028693801,SHJH@HRCE.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,297,SACKVILLE HIGH SCHOOL,1 KINGFISHER WAY,LOWER SACKVILLE NS,B4C 2Y9,,,,9028646700,9028646710,SHS@HRCE.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,581,SAINT MARY'S ELEMENTARY SCHOOL,5614 MORRIS ST,HALIFAX NS,B3J 1C2,,,,9024216749,9024212655,STMARYS@HRSB.NS.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,295,SAMBRO ELEMENTARY SCHOOL,3725 OLD SAMBRO RD,SAMBRO NS,B3V 1G1,,,,9028682717,9028681808,SES@HRCE.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,941,SEASIDE ELEMENTARY SCHOOL,1881 CALDWELL RD,EASTERN PASSAGE NS,B3G 1J3,,,,9024657600,9024658662,SEASIDE@HRSB.NS.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,534,SHANNON PARK ELEMENTARY SCHOOL,75 IROQUOIS DR,DARTMOUTH NS,B3A 4M5,,,,9024642084,9024642866,SPES@HRCE.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,287,SHATFORD MEMORIAL ELEMENTARY SCHOOL,10089 ST. MARGARET'S BAY RD,HUBBARDS NS,B0J 1T0,,,,9028574200,9028574204,SMES@HRSB.NS.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,589,SIR CHARLES TUPPER SCHOOL,1930 CAMBRIDGE ST,HALIFAX NS,B3H 4S5,,,,9024216775,9024213049,TUPPER@HRCE.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,277,SIR JOHN A. MACDONALD HIGH SCHOOL,31 SCHOLARS RD,UPPER TANTALLON NS,B3Z 0C3,,,,9028263222,9028263220,SJA@HRSB.NS.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,320,SIR ROBERT BORDEN JUNIOR HIGH SCHOOL,16 EVERGREEN DR,DARTMOUTH NS,B2W 4A7,,,,9024645140,9024645150,SRBJH@HRSB.NS.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,355,SMOKEY DRIVE ELEMENTARY SCHOOL,241 SMOKEY DR,LOWER SACKVILLE NS,B4C 3G1,,,,9028646838,9028646844,SDES@HRSB.NS.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,535,SOUTH WOODSIDE SCHOOL,5 EVERETTE ST,DARTMOUTH NS,B2W 1G2,,,,9024642090,9024642778,SWES@HRSB.NS.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,593,SPRINGVALE ELEMENTARY SCHOOL,92 DOWNS AVE,HALIFAX NS,B3N 1Y6,,,,9024794606,9024794473,SPRVALE@HRCE.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,575,ST. AGNES JUNIOR HIGH SCHOOL,6981 MUMFORD RD,HALIFAX NS,B3L 2H7,,,,9024935132,9024935140,STAGNES@HRCE.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,577,ST. CATHERINE'S ELEMENTARY SCHOOL,3299 CONNOLLY ST,HALIFAX NS,B3L 3P7,,,,9024935143,9024935163,STCATH@HRSB.NS.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,580,ST. JOSEPH'S-ALEXANDER MCKAY ELEMENTARY SCHOOL,5389 RUSSELL ST,HALIFAX NS,B3K 1W8,,,,9024935180,9024935186,SJAM@HRSB.NS.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,940,ST. MARGARET'S BAY ELEMENTARY SCHOOL,24 RIDGEWOOD DR,HEAD OF ST. MARGARET'S BAY NS,B3Z 2H4,,,,9028263300,9028263310,SMBE@HRSB.NS.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,586,ST. STEPHEN'S ELEMENTARY SCHOOL,3669 HIGHLAND AVE,HALIFAX NS,B3K 4L9,,,,9024935155,9024935158,SSES@HRCE.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,299,SUNNYSIDE ELEMENTARY SCHOOL,210 EAGLEWOOD DR,BEDFORD NS,B4A 3E3,,,,9028328983,9028328422,SUNNYSIDE@HRCE.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,307,SYCAMORE LANE ELEMENTARY SCHOOL,69 SYCAMORE LANE,LOWER SACKVILLE NS,B4C 1E8,,,,9028646730,9028646734,SLES@HRSB.NS.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,85,TALLAHASSEE COMMUNITY SCHOOL,168 REDOUBT WAY,EASTERN PASSAGE NS,B3G 1M5,,,,9024658650,9024658010,TCS@HRSB.NS.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,1186,TANTALLON JUNIOR ELEMENTARY SCHOOL,1 FRENCH VILLAGE STN RD,UPPER TANTALLON NS,B3Z 1E4,,,,9028261204,9028261369,TANTALLONJR@HRCE.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,284,TANTALLON SENIOR ELEMENTARY SCHOOL,3 FRENCH VILLAGE STN RD,UPPER TANTALLON NS,B3Z 1E4,,,,9028261200,9028261206,TANTALLON@HRSB.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,349,UPPER MUSQUODOBOIT CONSOLIDATED ELEMENTARY SCHOOL,8416 HWY 224,UPPER MUSQUODOBOIT NS,B0N 2M0,,,,9025682285,9025682573,UMCS@HRSB.NS.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,1157,WAVERLEY MEMORIAL ELEMENTARY SCHOOL,2393 ROCKY LAKE DR,WAVERLEY NS,B2R 1S4,,,,9028604150,9028604154,WMLCS@HRCE.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,591,WESTMOUNT ELEMENTARY SCHOOL,6700 EDWARD ARAB AVE,HALIFAX NS,B3L 2E1,,,,9024935164,9024935168,WMOUNT@HRCE.CA
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,294,WILLIAM KING ELEMENTARY SCHOOL,91 ST. PAUL'S AVE,HERRING COVE NS,B3V 1H6,,,,9024794200,9024794208,WKES@HRSB.NS.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,63,ALDERSHOT ELEMENTARY SCHOOL,446 ALDERSHOT RD,KENTVILLE NS,B4N 3A1,,,,9026903820,9026903823,AES@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,746,ANNAPOLIS EAST ELEMENTARY SCHOOL,PO BOX 640,MIDDLETON NS,B0S 1P0,325 MARSHALL ST,MIDDLETON NS,B0S 1P0,9028255330,9028255333,AEES@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,133,ANNAPOLIS WEST EDUCATION CENTRE,PO BOX 399,ANNAPOLIS ROYAL NS,B0S 1A0,100 CHAMPLAIN DR,ANNAPOLIS ROYAL NS,B0S 1A0,9025323150,9025323160,AWEC@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,993,AVON VIEW HIGH SCHOOL,PO BOX 700,WINDSOR NS,B0N 2T0,225 PAYZANT DR,WINDSOR NS,B0N 2T0,9027926740,9027926762,AVHS@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,75,BERWICK AND DISTRICT SCHOOL,PO BOX 40,BERWICK NS,B0P 1E0,249 VETERANS DR,BERWICK NS,B0P 1E0,9025384720,9025384727,BADS@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,1192,BRIDGETOWN REGIONAL COMMUNITY SCHOOL,25 CROMWELL CRT,BRIDGETOWN NS,B0S 1C0,,,,9026655400,9026655404,BRCS@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,363,BROOKLYN DISTRICT ELEMENTARY SCHOOL,8008 HWY 14,NEWPORT NS,B0N 2A0,,,,9027574120,9027574125,BDES@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,58,CAMBRIDGE AND DISTRICT ELEMENTARY SCHOOL,6113 HWY 1,CAMBRIDGE NS,B0P 1G0,,,,9025384680,9025384686,CADS@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,67,CENTRAL KINGS RURAL HIGH SCHOOL,6125 HWY 1,CAMBRIDGE NS,B0P 1G0,,,,9025384700,9025384711,CK@AVRSB.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,965,CHAMPLAIN ELEMENTARY SCHOOL,PO BOX 130,GRANVILLE FERRY NS,B0S 1K0,109 NORTH ST,GRANVILLE FERRY NS,B0S 1K0,9025323270,9025323273,CES@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,141,CLARK RUTHERFORD MEMORIAL SCHOOL,PO BOX 70,CLEMENTSPORT NS,B0S 1E0,234 SPINNAKER DR,CLEMENTSPORT NS,B0S 1E0,9026384800,9026384804,CRMS@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,732,COLDBROOK AND DISTRICT SCHOOL,2305 ENGLISH MOUNTAIN RD,COLDBROOK NS,B4R 1B6,,,,9026903830,9026903833,CBDS@AVRSB.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,366,DR. ARTHUR HINES ELEMENTARY SCHOOL,75 MUSGRAVE RD,SUMMERVILLE NS,B0N 2K0,,,,9026336300,9026336303,DAHES@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,65,DWIGHT ROSS ELEMENTARY SCHOOL,PO BOX 1420,GREENWOOD NS,B0P 1N0,949 TREMONT MOUNTAIN RD,GREENWOOD NS,B0P 1N0,9027657510,9027657520,DRES@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,753,EVANGELINE MIDDLE SCHOOL,9387 COMMERCIAL ST,NEW MINAS NS,B4N 3G3,,,,9026814910,9026814909,EMS@AVRSB.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,362,FALMOUTH DISTRICT SCHOOL,PO BOX 40,FALMOUTH NS,B0P 1L0,30 SCHOOL ST,FALMOUTH NS,B0P 1L0,9027926710,9027926717,FDS@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,60,GASPEREAU VALLEY ELEMENTARY SCHOOL,2781 GREENFIELD RD,WOLFVILLE NS,B4P 2R1,,,,9025426090,9025426096,GVES@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,59,GLOOSCAP ELEMENTARY SCHOOL,1017 J JORDAN RD RR5,CANNING NS,B0P 1H0,,,,9025822010,9025822015,GES@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,24,HANTSPORT SCHOOL,PO BOX 392,HANTSPORT NS,B0P 1P0,11 SCHOOL ST,HANTSPORT NS,B0P 1P0,9026844000,9026844004,HS@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,998,HIGHBURY EDUCATION CENTRE,26 HIGHBURY RD,NEW MINAS NS,B4N 3P7,,,,9026814930,9026814931,HEC@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,70,HORTON HIGH SCHOOL,75 GREENWICH RD S,WOLFVILLE NS,B4P 2R2,,,,9025426060,9025426066,HHS@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,1158,KINGS COUNTY ACADEMY,35 GARY PEARL DR,KENTVILLE NS,B4N 0H4,,,,9026903850,9026903864,KCA@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,379,KINGS COUNTY ADULT HIGH SCHOOL,26 HIGHBURY RD,NEW MINAS NS,B4N 3P7,,,,9026814930,9026814931,KCAHS@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,62,KINGSTON & DISTRICT SCHOOL,PO BOX 295,KINGSTON NS,B0P 1R0,630 PINE RIDGE AVE,KINGSTON NS,B0P 1R0,9027657530,9027657535,KINGSTON@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,61,L.E. SHAW ELEMENTARY SCHOOL,486 OAK ISLAND RD,AVONPORT NS,B0P 1B0,,,,9025426900,9025426905,LESES@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,129,LAWRENCETOWN CONSOLIDATED SCHOOL,RR 1 10 MIDDLE RD,LAWRENCETOWN NS,B0S 1M0,,,,9025844500,9025844505,LCS@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,1108,LAWRENCETOWN EDUCATION CENTRE,RR 1 10 MIDDLE RD,LAWRENCETOWN NS,B0S 1M0,,,,9025844524,9025844528,LEC@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,712,MIDDLETON REGIONAL HIGH SCHOOL,18 GATES AVE,MIDDLETON NS,B0S 1P0,,,,9028255350,9028255355,MRHS@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,73,NEW MINAS ELEMENTARY SCHOOL,34 JONES RD,NEW MINAS NS,B4N 3N1,,,,9026814900,9026814904,NMES@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,967,NORTHEAST KINGS EDUCATION CENTRE,1816 BAINS RD,CANNING NS,B0P 1H0,,,,9025822040,9025822044,NKEC@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,966,PINE RIDGE MIDDLE SCHOOL,625 PINE RIDGE AVE,KINGSTON NS,B0P 1R0,,,,9027657570,9027657572,PRMS@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,72,PORT WILLIAMS ELEMENTARY SCHOOL,1261 BELCHER ST,PORT WILLIAMS NS,B0P 1T0,,,,9025426074,9025426094,PWES@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,55,SOMERSET AND DISTRICT ELEMENTARY SCHOOL,4339 BROOKLYN ST,BERWICK NS,B0P 1E0,,,,9025384670,9025384677,SDES@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,54,ST. MARY'S ELEMENTARY SCHOOL,PO BOX 249,AYLESFORD NS,B0P 1C0,1276 VICTORIA RD,AYLESFORD NS,B0P 1C0,9028474400,9028474404,SMES@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,360,THREE MILE PLAINS DISTRICT SCHOOL,RR 2 4555 HWY 1,WINDSOR NS,B0N 2T0,,,,9027926720,9027926722,TMPDS@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,1110,WEST HANTS EDUCATION CENTRE,94 WENTWORTH RD,WINDSOR NS,B0N 2T0,,,,9027926750,9027926752,WHEC@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,994,WEST HANTS MIDDLE SCHOOL,8009 HWY 14,NEWPORT NS,B0N 2A0,,,,9027574100,9027574111,WHMS@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,71,WEST KINGS DISTRICT HIGH SCHOOL,1941 HWY 1,AUBURN NS,B0P 1A0,,,,9028474440,9028474444,WKDHS@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,376,WINDSOR ADULT HIGH SCHOOL,PO BOX 369,WINDSOR NS,B0N 2T0,94 WENTWORTH RD,WINDSOR NS,B0N 2T0,9027926751,9027926752,WAHS@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,699,WINDSOR ELEMENTARY SCHOOL,PO BOX 1057,WINDSOR NS,B0N 2T0,100 TREMAINE CRES,WINDSOR NS,B0N 2T0,9027926770,9027926777,WES@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,361,WINDSOR FORKS DISTRICT SCHOOL,120 SANGSTER BRIDGE RR 3,WINDSOR NS,B0N 2T0,,,,9027926700,9027926707,WFDS@AVRCE.CA
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,81,WOLFVILLE SCHOOL,19 ACADIA ST,WOLFVILLE NS,B4P 1K8,,,,9025426050,9025426054,WS@AVRCE.CA
2018-2019,57,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,1155,CENTRE SCOLAIRE DE LA RIVE-SUD,20 CH PETITE EVANGELINE,COOKVILLE N.-É.,B4V 8Z9,,,,9025275110,9025275102,ERS@CSAP.CA
2018-2019,57,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,387,CENTRE SCOLAIRE ÉTOILE DE L'ACADIE,15 RUE INGLIS,SYDNEY N.-É.,B1P 7C6,,,,9025633900,9025633902,CSEA@CSAP.CA
2018-2019,57,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,145,ÉCOLE ACADIENNE DE POMQUET,791 RUE TAYLOR,POMQUET N.-É.,B2G 2L4,,,,9023865700,9023865702,EAP@CSAP.CA
2018-2019,57,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,433,ÉCOLE ACADIENNE DE TRURO,50 RUE ABERDEEN,TRURO N.-É.,B2N 4V3,,,,9028964500,9028964501,EAT@CSAP.CA
2018-2019,57,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,947,ÉCOLE BEAUBASSIN,54 BOUL LARRY UTECK,HALIFAX N.-É.,B3M 4R9,,,,9024576810,9024576809,EBB@CSAP.CA
2018-2019,57,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,982,ÉCOLE BEAU-PORT,CP 1500,ARICHAT N.-É.,B0E 2L0,2359 ROUTE 206,ARICHAT N.-E.,B0E 2L0,9022265200,9022265204,EBP@CSAP.CA
2018-2019,57,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,744,ÉCOLE BELLEVILLE,CP 254,TUSKET N.-É.,B0W 3M0,84 CH BELLEVILLE,TUSKET N.-E.,B0W 3M0,9026485920,9026485922,EBLV@CSAP.CA
2018-2019,57,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,948,ÉCOLE BOIS-JOLI,211 AV DU PORTAGE,DARTMOUTH N.-É.,B2X 3T4,,,,9024337070,9024337077,EBJ@CSAP.CA
2018-2019,57,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,1173,ÉCOLE DES BEAUX-MARAIS,5261 AUTOROUTE 7,PORTERS LAKE N.-É.,B3E 1J7,,,,9028274621,9028274623,EBM@CSAP.CA
2018-2019,57,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,68,ÉCOLE DU CARREFOUR,201A AV DU PORTAGE,DARTMOUTH N.-É.,B2X 3T4,,,,9024337000,9024337020,ECGH@CSAP.CA
2018-2019,57,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,1188,ÉCOLE DU GRAND-PORTAGE,100 STOKIL DR,LOWER SACKVILLE N.-É.,B4C 2G5,,,,9028646242,9028646419,EGP@CSAP.CA
2018-2019,57,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,217,ÉCOLE JOSEPH-DUGAS,450 CH PATRICE,POINTE-DE-L'ÉGLISE N.-É.,B0W 1M0,,,,9027695430,9027695433,EJD@CSAP.CA
2018-2019,57,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,1197,ÉCOLE MER ET MONDE,5750 RUE ATLANTIC,HALIFAX N.-É.,B3H 1G9,,,,9024802180,9024802193,EMM@CSAP.CA
2018-2019,57,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,378,ÉCOLE NDA,CP 100,CHÉTICAMP N.-É.,B0E 1H0,15118 CABOT TRAIL,CHETICAMP N.-E.,B0E 1H0,9022245300,9022245305,ENDA@CSAP.CA
2018-2019,57,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,156,ÉCOLE PUBNICO-OUEST,CP 40,PUBNICO-OUEST N.-É.,B0W 3S0,811 ROUTE 335,PUBNICO-OUEST N.-E.,B0W 3S0,9027624400,9027624402,EPO@CSAP.CA
2018-2019,57,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,57,ÉCOLE ROSE-DES-VENTS,CP 119,GREENWOOD N.-É.,B0P 1N0,6 CH BEDFORD,GREENWOOD N.-E.,B0P 1N0,9027657100,9027657107,ERDV@CSAP.CA
2018-2019,57,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,225,ÉCOLE SECONDAIRE DE CLARE,80 CH PLACIDE COMEAU,LA BUTTE N.-É.,B0W 2L0,,,,9027695400,9027695405,ESDC@CSAP.CA
2018-2019,57,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,980,ÉCOLE SECONDAIRE DE PAR-EN-BAS,CP 178,TUSKET N.-É.,B0W 3M0,4258 ROUTE 308,TUSKET N.-E.,B0W 3M0,9026485900,9026485915,ESPB@CSAP.CA
2018-2019,57,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,1152,ÉCOLE SECONDAIRE DU SOMMET,500 BOUL LARRY UTECK,HALIFAX N.-É.,B3M 0E6,,,,9028324302,9028324352,ESS@CSAP.CA
2018-2019,57,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,219,ÉCOLE STELLA-MARIS,CP 408,METEGHAN N.-É.,B0W 2J0,288 CH PETER DUGAS,METEGHAN N.-E.,B0W 2J0,9026455500,9026455505,ESM@CSAP.CA
2018-2019,57,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,160,ÉCOLE WEDGEPORT,44 CH DITCHER,WEDGEPORT N.-É.,B0W 3P0,,,,9026635000,9026635002,EWDG@CSAP.CA
