REC_ID,REC_TYPE,MAINRECUSE,REC_NAME,PARK_ID,CIVIC_ADDRESS
1727,6,GENERAL PLAYGROUND,LOST CREEK PARK PLAYGROUND,5033,"345 HEATHERGLEN DR, BEAVER BANK"
1738,2,BASEBALL,ROACHES POND BALL DIAMOND PARK BALL DIAMOND,5083,
1746,6,GENERAL PLAYGROUND,ECOLE SECONDAIRE DU SOMMET PARK PLAYGROUND,5178,"500 LARRY UTECK BLVD, HALIFAX"
1749,5,NON STANDARD COURT,BUNCHBERRY LANE PARK BASKETBALL,5197,
1765,6,GENERAL PLAYGROUND,RAFTING DRIVE PARK PLAYGROUND,5234,"107 RAFTING DR, MIDDLE SACKVILLE"
1780,6,GENERAL PLAYGROUND,CORONATION AVENUE PARK PLAYGROUND,5259,"26 CORONATION AVE, HALIFAX"
1781,6,GENERAL PLAYGROUND,KERRI LEA LANE PARK PLAYGROUND,5254,"45 KERRI LEA LN, EASTERN PASSAGE"
982,5,TENNIS,AUDREY'S PARK TENNIS COURT,896,
1030,2,BASEBALL,PLEASANT VALLEY PARK BALL DIAMOND,1141,
63,2,BASEBALL,CHISHOLM AVENUE PARK BALL DIAMOND,50,
720,6,GENERAL PLAYGROUND,FUN PARK PLAYGROUND,2294,"272 SKYRIDGE AVE, LOWER SACKVILLE"
897,6,GENERAL PLAYGROUND,FAIRVIEW HEIGHTS ANNEX ELEMENTARY PARK PLAYGROUND,4032,"141 RUFUS AVE, HALIFAX"
739,6,GENERAL PLAYGROUND,JUDY ANNE COURT PARK PLAYGROUND,2425,"61 JUDY ANNE CRT, LOWER SACKVILLE"
1033,6,GENERAL PLAYGROUND,OLDHAM ROAD PARK PLAYGROUND,2892,"521 OLDHAM ROAD, OLDHAM"
515,6,GENERAL PLAYGROUND,COW BAY ROAD PARK PLAYGROUND,1035,"1965 COW BAY RD, COW BAY"
685,6,GENERAL PLAYGROUND,WEDGEWOOD PARK PLAYGROUND,1962,"35B WEDGEWOOD AVE, HALIFAX"
989,6,GENERAL PLAYGROUND,SUNNYVIEW TERRACE PARK PLAYGROUND,2748,"30 SUNNYVIEW TERR, HAMMONDS PLAINS"
444,6,GENERAL PLAYGROUND,SHEET HARBOUR LIONS PARK PLAYGROUND,5132,"22746 HWY 7, SHEET HARBOUR"
618,6,GENERAL PLAYGROUND,CHASWOOD DRIVE PARK PLAYGROUND,1292,"125 CHASWOOD DR, COLE HARBOUR"
520,6,GENERAL PLAYGROUND,SEROP CRESCENT PARK PLAYGROUND,1081,"115 SEROP CRES, EASTERN PASSAGE"
622,6,GENERAL PLAYGROUND,FEETHAM PARK PLAYGROUND,1324,"6 FRANKLYN ST, DARTMOUTH"
491,6,GENERAL PLAYGROUND,ALDERNEY ELEMENTARY SCHOOL PARK PLAYGROUND,5036,"2 PENHORN DR, DARTMOUTH"
414,6,GENERAL PLAYGROUND,CHAMBERLAIN DRIVE PARK PLAYGROUND,1241,"33 CHAMBERLAIN DR, WESTPHAL"
1598,6,GENERAL PLAYGROUND,JOSHUA SLOCUM AVENUE PARK PLAYGROUND,5194,"41 JOSHUA SLOCUM AVE, LEWIS LAKE"
519,6,GENERAL PLAYGROUND,SMELT BROOK PARK PLAYGROUND,5100,"59 ASTOUR DR, EASTERN PASSAGE"
545,6,GENERAL PLAYGROUND,CAROLYNS WAY PLAYGROUND,982,"17 CAROLYNS WAY, COLE HARBOUR"
1841,6,GENERAL PLAYGROUND,ASTRAL DRIVE NEIGHBOURHOOD PARK PLAYGROUND,5212,
973,6,GENERAL PLAYGROUND,BLUE MOUNTAIN DRIVE PARK PLAYGROUND,2837,"27 BLUE MOUNTAIN DR, HAMMONDS PLAINS"
