Year,Board Code,School Code,School Name,Telephone,Email,Mail Address Line 1
2019,53,227,Wallace Consolidated Elementary School,,dorndg@ccrce.ca,3853 Hwy 307
2019,53,3,Walter Duggan Consolidated School,,slatera@ccrce.ca,2370 Spring Garden Rd
2019,53,29,West Colchester Consolidated School,,humek@ccrce.ca,27 Maple Ave
2019,53,662,West End Memorial School,,batemansl@ccrce.ca,PO Box 2139
2019,53,1190,West Highlands Elementary School,,riouxk@ccrce.ca,18 Maltby Crt
2019,53,407,West Pictou Consolidated School,,turnerca@ccrce.ca,1999 Hwy 376
2019,53,1148,Winding River Consolidated School,,oakleyc@ccrce.ca,PO Box 249
2019,54,228,A. J. Smeltzer Junior High School,,ajs@hrce.ca,46 Prince St
2019,54,512,Admiral Westphal Elementary School,,awes@hrce.ca,6 Fourth St
2019,54,513,Alderney Elementary School,,alderney@hrce.ca,2 Penhorn Dr
2019,54,317,Ash Lee Jefferson Elementary School,,aljs@hrce.ca,10 Lockview Rd
2019,54,739,Astral Drive Elementary School,,ade@hrce.ca,236 Astral Dr
2019,54,749,Astral Drive Junior High School,,adjh@hrce.ca,238 Astral Dr
2019,54,425,Atlantic Memorial-Terence Bay Elementary School,,amtb@hrce.ca,3591 Prospect Rd
2019,54,326,Atlantic View Elementary School,,atvs@hrce.ca,3391 Lawrencetown Rd
2019,54,97,Auburn Drive High School,,adhs@hrce.ca,300 Auburn Dr
2019,54,104,Basinview Drive Community School,,bdcs@hrce.ca,273 Basinview Dr
2019,54,304,Beaver Bank-Kinsac Elementary School,,bbks@hrce.ca,28 Kinsac Rd
2019,54,752,Beaver Bank-Monarch Drive Elementary School,,bbmon@hrce.ca,38 Monarch Dr
2019,54,268,Bedford and Forsyth Education Centres,,bfec@hrce.ca,426 Rocky Lake Dr
2019,54,937,Bedford South School,,bedfords@hrce.ca,2 Oceanview Dr
2019,54,291,Beechville Lakeside Timberlea Jr. Elementary School,,bltjr@hrce.ca,22 James St
2019,54,290,Beechville Lakeside Timberlea Sr. Elementary School,,blt@hrce.ca,24 James St
2019,54,514,Bel Ayr Elementary School,,belayr@hrce.ca,4 Bell St
2019,54,322,Bell Park Academic Centre,,bpac@hrce.ca,4 Thomas St
2019,54,515,Bicentennial School,,bicent@hrce.ca,85 Victoria Rd
2019,54,519,Brookhouse Elementary School,,bes@hrce.ca,15 Christopher Ave
2019,54,286,Brookside Junior High School,,bjhs@hrce.ca,2239 Prospect Rd
2019,54,595,Burton Ettinger Elementary School,,bees@hrce.ca,52 Alex St
2019,54,319,Caldwell Road Elementary School,,cres@hrce.ca,280 Caldwell Rd
2019,54,516,Caledonia Junior High School,,cjhs@hrce.ca,38 Caledonia Rd
2019,54,312,Caudle Park Elementary School,,cpes@hrce.ca,35 McGee Dr
2019,54,743,Cavalier Drive School,,cds@hrce.ca,116 Cavalier Dr
2019,54,611,Central Spryfield School,,cses@hrce.ca,364 Herring Cove Rd
2019,54,1183,Charles P. Allen High School,,cpah@hrce.ca,200 Innovation Dr
2019,54,596,Chebucto Heights Elementary School,,ches@hrce.ca,230 Cowie Hill Rd
2019,54,1109,Citadel High School,,chs@hrce.ca,1855 Trollope St
2019,54,600,Clayton Park Junior High School,,cpjh@hrce.ca,45 Plateau Cres
2019,54,352,Colby Village Elementary School,,cves@hrce.ca,92 Colby Dr
2019,54,357,Cole Harbour District High School,,chdhs@hrce.ca,2 Chameau Cres
2019,54,339,Colonel John Stuart Elementary School,,cjses@hrce.ca,5 John Stewart Dr
2019,54,517,Crichton Park Elementary School,,crichton@hrce.ca,49 Lyngby Ave
2019,54,605,Cunard Junior High School,,cunard@hrce.ca,121 Williams Lake Rd
2019,54,518,Dartmouth High School,,dhs@hrce.ca,95 Victoria Rd
2019,54,1193,Dartmouth South Academy,,dsa@hrce.ca,111 Prince Arthur Ave
2019,54,601,Duc d'Anville Elementary School,,ddes@hrsb.ns.ca,12 Clayton Park Dr
2019,54,328,Duncan MacMillan High School,,dmhs@hrce.ca,481 Church Point Rd
2019,54,343,Dutch Settlement Elementary School,,dses@hrsb.ns.ca,990 Hwy 277
2019,54,283,East St. Margarets Elementary School,,estm@hrsb.ns.ca,8671 Peggy's Cove Rd
2019,54,351,Eastern Passage Education Centre,,epec@hrsb.ns.ca,93 Samuel Danial Dr
2019,54,334,Eastern Shore District High School,,esdh@hrce.ca,35 West Petpeswick Rd
2019,54,614,Elizabeth Sutherland School,,ess@hrsb.ns.ca,66 Rockingstone Rd
2019,54,538,Ellenvale Junior High School,,ejhs@hrce.ca,88 Belle Vista Dr
2019,54,564,Eric Graves Memorial Junior High School,,egmjh@hrce.ca,70 Dorothea Dr
2019,54,599,Fairview Heights Elementary School,,fhes@hrsb.ns.ca,210 Coronation Ave
2019,54,578,Fairview Junior High School,,fvjh@hrsb.ns.ca,155 Rosedale Ave
2019,54,288,Five Bridges Junior High School,,fbjh@hrsb.ns.ca,66 Hubley Rd
2019,54,356,Gaetz Brook Junior High School,,gbjhs@hrce.ca,6856 Hwy 7
2019,54,731,George Bissett Elementary School,,gbes@hrce.ca,170 Arklow Dr
2019,54,314,Georges P. Vanier Junior High School,,vanier@hrsb.ns.ca,1410 Fall River Rd
2019,54,568,Gorsebrook Junior High School,,gjh@hrsb.ns.ca,5966 South St
2019,54,318,Graham Creighton Junior High School,,gcjh@hrsb.ns.ca,72 Cherry Brook Rd
2019,54,602,Grosvenor-Wentworth Park Elementary School,,gwp@hrce.ca,4 Downing St
2019,54,567,Halifax Central Junior High School,,central@hrce.ca,1787 Preston St
2019,54,592,Halifax West High School,,hwhs@hrce.ca,283 Thomas Raddall Dr
2019,54,306,Hammonds Plains Consolidated School,,hpcs@hrsb.ns.ca,2180 Hammonds Plains Rd
2019,54,521,Harbour View Elementary School,,hves@hrce.ca,25 Alfred St
2019,54,740,Harold T. Barrett Junior High School,,htbar@hrsb.ns.ca,862 Beaver Bank Rd
2019,54,296,Harrietsfield Elementary School,,hes@hrce.ca,1150 Old Sambro Rd
2019,54,313,Harry R. Hamilton Elementary School,,hrh@hrsb.ns.ca,40 Hamilton Dr
2019,54,522,Hawthorn Elementary School,,hawthorn@hrsb.ns.ca,10 Hawthorne St
2019,54,293,Herring Cove Junior High School,,hcjh@hrsb.ns.ca,7 Lancaster Dr
2019,54,571,Highland Park Junior High School,,hpjh@hrce.ca,3479 Robie St
2019,54,310,Hillside Park Elementary School,,hpes@hrsb.ns.ca,15 Hillside Ave
2019,54,747,Holland Road Elementary School,,hres@hrce.ca,181 Holland Rd
2019,54,327,Humber Park Elementary School,,hps@hrce.ca,5 Smallwood Ave
2019,54,523,Ian Forsyth Elementary School,,ifes@hrsb.ns.ca,22 Glencoe Dr
2019,54,579,Inglis Street Elementary School,,ises@hrsb.ns.ca,5985 Inglis St
2019,54,1196,Island View High School,,ivh@hrsb.ca,1853 Caldwell Rd
2019,54,619,J. L. Ilsley High School,,jli@hrsb.ns.ca,38 Sylvia Ave
2019,54,539,John MacNeil Elementary School,,jmes@hrsb.ns.ca,62 Leaman Dr
2019,54,524,John Martin Junior High School,,jmjh@hrsb.ns.ca,7 Brule St
2019,54,607,John W. MacLeod-Fleming Tower Elementary School,,jwm@hrsb.ns.ca,1511 Purcell's Cove Rd
2019,54,354,Joseph Giles Elementary School,,jges@hrsb.ns.ca,54 Gregory Dr
2019,54,569,Joseph Howe Elementary School,,jhowe@hrsb.ns.ca,2557 Maynard St
2019,54,1103,Kingswood Elementary School,,kwe@hrsb.ns.ca,34 Vrege Crt
2019,54,1200,LeMarchant-St. Thomas Elementary School,,lmsts@hrce.ca,6141 Watt St
2019,54,353,Leslie Thomas Junior High School,,ltjh@hrce.ca,100 Metropolitan Ave
2019,54,968,Lockview High School,,lhs@hrce.ca,148 Lockview Rd
2019,54,939,Madeline Symonds Middle School,,msms@hrsb.ns.ca,290 White Hills Run
2019,54,526,Michael Wallace Elementary School,,mwes@hrce.ca,24 Andover St
2019,54,748,Millwood Elementary School,,mes@hrce.ca,190 Beaver Bank Cross Rd
2019,54,745,Millwood High School,,mwhs@hrce.ca,141 Millwood Dr
2019,54,527,Mount Edward Elementary School,,mees@hrsb.ns.ca,3 Windward Ave
2019,54,1149,Musquodoboit Rural High School,,mrhs@hrsb.ns.ca,11980 Hwy 224
2019,54,348,Musquodoboit Valley Education Centre,,mvec@hrsb.ns.ca,PO Box 99
2019,54,324,Nelson Whynder Elementary School,,nwes@hrce.ca,979 North Preston Rd
2019,54,56,Ocean View Elementary School,,oves@hrce.ca,51 Oceanview School Rd
2019,54,131,O'Connell Drive Elementary School,,ocdes@hrce.ca,40 O'Connell Dr
2019,54,315,Oldfield Consolidated School,,ocs@hrsb.ns.ca,72 Halls Rd
2019,54,572,Oxford School,,oxford@hrce.ca,6364 North St
2019,54,1141,Oyster Pond Academy,,opa@hrce.ca,10583 Hwy 7
2019,54,970,Park West School,,parkwest@hrce.ca,206 Langbrae Dr
2019,54,1159,Porters Lake Elementary School,,ples@hrce.ca,40 Inspiration Dr
2019,54,969,Portland Estates Elementary School,,portland@hrsb.ns.ca,45 Portland Hills Dr
2019,54,533,Prince Andrew High School,,pah@hrsb.ns.ca,31 Woodlawn Rd
2019,54,282,Prospect Road Elementary School,,pres@hrsb.ns.ca,2199 Prospect Rd
2019,54,938,Ridgecliff Middle School,,rms@hrsb.ns.ca,35 Beech Tree Run
2019,54,359,Robert K. Turner Elementary School,,rkt@hrsb.ns.ca,141 Circassion Dr
2019,54,603,Rockingham Elementary School,,rockingham@hrce.ca,31 Tremont Dr
2019,54,609,Rockingstone Heights School,,rhes@hrce.ca,1 Regan Dr
2019,54,1187,Rocky Lake Junior High School,,rljh@hrsb.ns.ca,670 Rocky Lake Dr
2019,54,321,Ross Road School,,rrs@hrsb.ns.ca,336 Ross Rd
2019,54,311,Sackville Heights Elementary School,,shes@hrce.ca,1225 Old Sackville Rd
2019,54,303,Sackville Heights Junior High School,,shjh@hrce.ca,956 Sackville Dr
2019,54,297,Sackville High School,,shs@hrce.ca,1 Kingfisher Way
2019,54,581,Saint Mary's Elementary School,,stmarys@hrsb.ns.ca,5614 Morris St
2019,54,295,Sambro Elementary School,,ses@hrce.ca,3725 Old Sambro Rd
2019,54,941,Seaside Elementary School,,seaside@hrsb.ns.ca,1881 Caldwell Rd
2019,54,534,Shannon Park Elementary School,,spes@hrce.ca,75 Iroquois Dr
2019,54,287,Shatford Memorial Elementary School,,smes@hrsb.ns.ca,10089 St. Margaret's Bay Rd
2019,54,589,Sir Charles Tupper School,,tupper@hrce.ca,1930 Cambridge St
2019,54,277,Sir John A. Macdonald High School,,sja@hrsb.ns.ca,31 Scholars Rd
2019,54,320,Sir Robert Borden Junior High School,,srbjh@hrsb.ns.ca,16 Evergreen Dr
2019,54,355,Smokey Drive Elementary School,,sdes@hrsb.ns.ca,241 Smokey Dr
2019,54,535,South Woodside School,,swes@hrsb.ns.ca,5 Everette St
2019,54,593,Springvale Elementary School,,sprvale@hrce.ca,92 Downs Ave
2019,54,575,St. Agnes Junior High School,,stagnes@hrce.ca,6981 Mumford Rd
2019,54,577,St. Catherine's Elementary School,,stcath@hrsb.ns.ca,3299 Connolly St
2019,54,580,St. Joseph's-Alexander McKay Elementary School,,sjam@hrce.ca,5389 Russell St
2019,54,940,St. Margaret's Bay Elementary School,,smbe@hrsb.ns.ca,24 Ridgewood Dr
2019,54,586,St. Stephen's Elementary School,,sses@hrce.ca,3669 Highland Ave
2019,54,299,Sunnyside Elementary School,,sunnyside@hrce.ca,210 Eaglewood Dr
2019,54,307,Sycamore Lane Elementary School,,sles@hrsb.ns.ca,69 Sycamore Lane
2019,54,85,Tallahassee Community School,,tcs@hrsb.ns.ca,168 Redoubt Way
2019,54,1186,Tantallon Junior Elementary School,,tantallonjr@hrce.ca,1 French Village Stn Rd
2019,54,284,Tantallon Senior Elementary School,,tantallon@hrsb.ca,3 French Village Stn Rd
2019,54,349,Upper Musquodoboit Consolidated Elementary School,,umcs@hrsb.ns.ca,8416 Hwy 224
2019,54,1157,Waverley Memorial Elementary School,,wmlcs@hrce.ca,2393 Rocky Lake Dr
2019,54,591,Westmount Elementary School,,wmount@hrce.ca,6700 Edward Arab Ave
2019,54,294,William King Elementary School,,wkes@hrsb.ns.ca,91 St. Paul's Ave
2019,55,63,Aldershot Elementary School,,aes@avrce.ca,446 Aldershot Rd
2019,55,746,Annapolis East Elementary School,,aees@avrce.ca,PO Box 640
2019,55,133,Annapolis West Education Centre,,awec@avrce.ca,PO Box 399
2019,55,993,Avon View High School,,avhs@avrce.ca,PO Box 700
2019,55,75,Berwick and District School,,bads@avrce.ca,PO Box 40
2019,55,1192,Bridgetown Regional Community School,,brcs@avrce.ca,25 Cromwell Crt
2019,55,363,Brooklyn District Elementary School,,bdes@avrce.ca,8008 Hwy 14
2019,55,58,Cambridge and District Elementary School,,cads@avrce.ca,6113 Hwy 1
2019,55,67,Central Kings Rural High School,,ck@avrce.ca,6125 Hwy 1
2019,55,965,Champlain Elementary School,,ces@avrce.ca,PO Box 130
2019,55,141,Clark Rutherford Memorial School,,crms@avrce.ca,PO Box 70
2019,55,732,Coldbrook and District School,,cbds@avrce.ca,2305 English Mountain Rd
2019,55,366,Dr. Arthur Hines Elementary School,,dahes@avrce.ca,75 Musgrave Rd
2019,55,65,Dwight Ross Elementary School,,dres@avrce.ca,PO Box 1420
2019,55,753,Evangeline Middle School,,ems@avrce.ca,9387 Commercial St
2019,55,362,Falmouth District School,,fds@avrce.ca,PO Box 40
2019,55,60,Gaspereau Valley Elementary School,,gves@avrce.ca,2781 Greenfield Rd
2019,55,59,Glooscap Elementary School,,ges@avrce.ca,RR 5 1017 J Jordan Rd
2019,55,24,Hantsport School,,hs@avrce.ca,PO Box 392
2019,55,998,Highbury Education Centre,,hec@avrce.ca,26 Highbury Rd
2019,55,70,Horton High School,,hhs@avrce.ca,75 Greenwich Rd S
2019,55,1158,Kings County Academy,,kca@avrce.ca,35 Gary Pearl Dr
2019,55,379,Kings County Adult High School,,kcahs@avrce.ca,26 Highbury Rd
2019,55,62,Kingston and District School,,kingston@avrce.ca,PO Box 295
2019,55,61,L.E. Shaw Elementary School,,leses@avrce.ca,486 Oak Island Rd
2019,55,129,Lawrencetown Consolidated School,,lcs@avrce.ca,RR 1 10 Middle Rd
2019,55,1108,Lawrencetown Education Centre,,lec@avrce.ca,RR 1 10 Middle Rd
2019,55,712,Middleton Regional High School,,mrhs@avrce.ca,18 Gates Ave
2019,55,73,New Minas Elementary School,,nmes@avrce.ca,34 Jones Rd
2019,55,967,Northeast Kings Education Centre,,nkec@avrce.ca,1816 Bains Rd
2019,55,966,Pine Ridge Middle School,,prms@avrce.ca,625 Pine Ridge Ave
2019,55,72,Port Williams Elementary School,,pwes@avrce.ca,1261 Belcher St
2019,55,55,Somerset and District Elementary School,,sdes@avrce.ca,4339 Brooklyn St
2019,55,54,St. Mary's Elementary School,,smes@avrce.ca,PO Box 249
2019,55,360,Three Mile Plains District School,,tmpds@avrce.ca,RR2 4555 Hwy 1
2019,55,1110,West Hants Education Centre,,whec@avrce.ca,94 Wentworth Rd
2019,55,994,West Hants Middle School,,whms@avrce.ca,8009 Hwy 14
2019,55,71,West Kings District High School,,wkdhs@avrce.ca,1941 Hwy 1
2019,55,376,Windsor Adult High School,,wahs@avrce.ca,PO Box 369
2019,55,699,Windsor Elementary School,,wes@avrce.ca,PO Box 1057
2019,55,361,Windsor Forks District School,,wfds@avrce.ca,RR3 120 Sangster Bridge Rd
2019,55,81,Wolfville School,,ws@avrce.ca,19 Acadia St
2019,57,1155,Centre Scolaire de la Rive-Sud,,ers@csap.ca,"20, ch. Petite Évangéline"
2019,57,387,Centre scolaire Étoile de l'Acadie,,csea@csap.ca,"15, rue Inglis"
2019,57,145,École acadienne de Pomquet,,eap@csap.ca,"791, rue Taylor"
2019,57,433,École acadienne de Truro,,eat@csap.ca,"50, rue Aberdeen"
2019,57,947,École Beaubassin,,ebb@csap.ca,"54, boul. Larry Uteck"
2019,57,982,École Beau-Port,,ebp@csap.ca,CP 1500
2019,57,744,École Belleville,,eblv@csap.ca,CP 254
2019,57,948,École Bois-Joli,,ebj@csap.ca,"211, av. du Portage"
2019,57,1173,École des Beaux-Marais,,ebm@csap.ca,"5261, autoroute 7"
2019,57,68,École du Carrefour,,ecgh@csap.ca,"201A, av. du Portage"
2019,57,1188,École du Grand-Portage,,egp@csap.ca,"100, Stokil Dr"
2019,57,217,École Joseph-Dugas,,ejd@csap.ca,"450, ch. Patrice"
2019,57,1197,École Mer et Monde,,emm@csap.ca,"5750, rue Atlantic"
2019,57,378,École NDA,,enda@csap.ca,CP 100
2019,57,156,École Pubnico-Ouest,,epo@csap.ca,CP 40
2019,57,57,École Rose-des-Vents,,erdv@csap.ca,CP 119
2019,57,225,École secondaire de Clare,,esdc@csap.ca,"80, ch. Placide Comeau"
2019,57,980,École secondaire de Par-en-Bas,,espb@csap.ca,CP 178
2019,57,1152,École secondaire du Sommet,,ess@csap.ca,"500,  boul. Larry Uteck"
2019,57,219,École Stella-Maris,,esm@csap.ca,CP 408
2019,57,160,École Wedgeport,,ewdg@csap.ca,"44, ch. Ditcher"
2019,58,925,Aspotogan Consolidated Elementary School,,aces@ssrce.ca,105 Parkwood Dr
2019,58,926,Bayview Community School,,bcs@ssrce.ca,PO Box 160
2019,58,405,Big Tancook Elementary School,,btes@ssrce.ca,36 School Rd
2019,58,1156,Bluenose Academy,,ba@ssrce.ca,PO Box 1210
2019,58,509,Bridgewater Elementary School,,bes@ssrce.ca,130 York St
2019,58,508,Bridgewater Junior High School,,bjhs@ssrce.ca,100 York St
2019,58,216,Chester Area Middle School,,cams@ssrce.ca,PO Box 440
2019,58,207,Chester District Elementary School,,cdes@ssrce.ca,PO Box 368
2019,58,386,Dr. John C. Wickwire Academy,,djcwa@ssrce.ca,311 Port Mouton Rd
2019,58,80,Forest Heights Community School,,fhcs@ssrce.ca,PO Box 29
2019,58,1150,Greenfield Elementary School,,ges@ssrce.ca,5060 Hwy 210
2019,58,917,Hebbville Academy,,ha@ssrce.ca,16147 Hwy 3
2019,58,710,Liverpool Regional High School,,lrhs@ssrce.ca,PO Box 1266
2019,58,397,New Germany Elementary School,,nges@ssrce.ca,150 School St
2019,58,402,New Germany Rural High School,,ngrhs@ssrce.ca,44 School St
2019,58,214,New Ross Consolidated School,,nrcs@ssrce.ca,PO Box 10
2019,58,404,Newcombville Elementary School,,nes@ssrce.ca,4220 Hwy 325
2019,58,459,North Queens Community School,,nqcs@ssrce.ca,PO Box 184
2019,58,409,Park View Education Centre,,pvec@ssrce.ca,1485 King St
2019,58,400,Pentz Elementary School,,pes@ssrce.ca,PO Box 88
2019,58,401,Petite Rivière Elementary School,,pres@ssrce.ca,123 Wentzell Rd
2019,58,1185,South Queens Middle School,,sqms@ssrce.ca,PO Box 1288
2019,58,1171,SSRCE Adult High School,,ssilc@ssrce.ca,Box 1974
2019,58,1172,SSRCE Alternate Programs,,ssilc@ssrce.ca,45 School St
2019,58,394,West Northfield Elementary School,,wnes@ssrce.ca,6 Victoria Acres Dr
2019,59,167,Barrington Municipal High School,,bmhs@tcrce.ca,536 Oak Park Rd
2019,59,497,Carleton Consolidated School,,cces@tcrce.ca,4014 Hwy 340
2019,59,511,Clark's Harbour Elementary School,,ches@tcrce.ca,PO Box 130
2019,59,541,Digby Elementary School,,des@tcrce.ca,PO Box 1538
2019,59,257,Digby Neck Consolidated School,,dnces@tcrce.ca,RR1
2019,59,709,Digby Regional High School,,drhs@tcrce.ca,PO Box 1660
2019,59,981,Drumlin Heights Consolidated School,,dhcs@tcrce.ca,RR 1
2019,59,733,Evelyn Richardson Memorial Elementary School,,ermes@tcrce.ca,PO Box 160
2019,59,927,Forest Ridge Academy,,fra@tcrce.ca,PO Box 128
2019,59,79,Hillcrest Academy,,hia@tcrce.ca,PO Box 40
2019,59,259,Islands Consolidated School,,ics@tcrce.ca,PO Box 80
2019,59,624,Lockeport Elementary School,,les@tcrce.ca,PO Box 280
2019,59,711,Lockeport Regional High School,,lhs@tcrce.ca,PO Box 129
2019,59,410,Maple Grove Education Centre,,mgec@tcrce.ca,52 Grove Memorial Dr
2019,59,928,Meadowfields Community School,,mcs@tcrce.ca,106 Prospect St
2019,59,199,Plymouth School,,ps@tcrce.ca,RR 1 Arcadia
2019,59,498,Port Maitland Consolidated School,,pmces@tcrce.ca,3072 Hwy 1
2019,59,716,Shelburne Regional High School,,srhs@tcrce.ca,PO Box 10
2019,59,977,St. Mary's Bay Academy,,smba@tcrce.ca,RR 1
2019,59,256,Weymouth Consolidated School,,wcs@tcrce.ca,PO Box 400
2019,59,1178,Yarmouth Consolidated Memorial High School,,ycmhs@tcrce.ca,146 Forest St
2019,59,1199,Yarmouth Elementary School,,yes@tcrce.ca,5 Brunswick St
